19801,3,4
20184,3,4
20610,3,4
20688,3,5
20877,3,3
20901,3,4
20949,3,3
21378,3,4
21528,3,3
21771,3,3
22195,3,5
22745,3,4
22868,3,3
23009,3,3
23207,3,2
23764,3,4
24089,3,4
24172,3,4
24206,3,4
24373,3,3
24734,3,3
24970,3,2
25013,3,3
25091,3,4
25486,3,4
26935,3,4
27604,3,4
27659,3,4
27755,3,4
27958,3,3
28105,3,1
28266,3,5
28575,3,4
29274,3,3
29405,3,5
29502,3,4
29612,3,4
29852,3,1
29866,3,5
30030,3,4
30071,3,4
30402,3,3
30555,3,5
30579,3,5
30625,3,5
30944,3,4
31127,3,5
31427,3,5
31508,3,4
31819,3,4
31883,3,1
32029,3,5
32142,3,4
32155,3,4
32299,3,2
32504,3,5
33146,3,4
33339,3,4
33822,3,5
33898,3,4
33986,3,3
34033,3,3
34091,3,3
34105,3,5
34673,3,5
34714,3,5
34891,3,4
35322,3,4
35865,3,4
36189,3,4
36263,3,4
36480,3,3
36798,3,5
36907,3,5
37001,3,5
37018,3,4
37497,3,5
37511,3,4
37689,3,4
38013,3,5
38573,3,4
38587,3,5
38733,3,4
38740,3,3
38837,3,3
38860,3,3
39054,3,5
39193,3,3
39450,3,4
39748,3,4
39888,3,5
40271,3,5
40416,3,4
40469,3,2
40499,3,4
40539,3,4
41088,3,5
41743,3,5
41944,3,3
42018,3,3
42418,3,2
42608,3,4
43114,3,3
43166,3,3
43280,3,3
44090,3,4
44248,3,3
44290,3,3
44927,3,4
45086,3,4
45300,3,2
45406,3,4
45441,3,3
45538,3,4
45800,3,4
45830,3,3
45903,3,5
45991,3,4
45995,3,5
46045,3,3
46083,3,4
46162,3,4
46210,3,3
46507,3,3
46624,3,4
46684,3,4
47081,3,3
47553,3,2
47715,3,3
49172,3,4
49554,3,2
49686,3,3
50046,3,4
50463,3,2
50495,3,4
51239,3,4
51297,3,3
51298,3,4
51339,3,4
51516,3,5
51539,3,3
51888,3,4
52066,3,3
52412,3,3
52549,3,5
52606,3,5
52812,3,4
53539,3,4
53754,3,4
53987,3,5
54428,3,3
54619,3,5
55005,3,2
55374,3,2
55563,3,4
55575,3,3
55587,3,5
55708,3,5
55728,3,2
55898,3,5
56086,3,4
56130,3,2
56500,3,1
56657,3,3
56676,3,4
56789,3,5
56807,3,3
57201,3,2
57357,3,4
57657,3,4
57755,3,2
57896,3,3
58209,3,5
58296,3,3
58400,3,1
58591,3,4
58593,3,3
58769,3,4
59221,3,3
59571,3,3
59647,3,3
59941,3,5
60150,3,4
60404,3,4
60470,3,4
60488,3,4
60526,3,5
60580,3,1
60620,3,4
61149,3,4
61176,3,3
61761,3,4
61834,3,5
61992,3,4
62002,3,3
62056,3,2
62503,3,3
62770,3,4
63505,3,4
63879,3,4
64029,3,4
64365,3,3
64423,3,3
64630,3,2
64705,3,4
64747,3,3
64916,3,3
65020,3,4
65424,3,4
65520,3,3
66144,3,4
66998,3,3
67200,3,3
67261,3,4
67444,3,4
67560,3,1
67599,3,2
67756,3,3
67828,3,4
67929,3,4
67935,3,5
68216,3,1
68241,3,5
68264,3,4
